Year,Month,Discharge,Date
2079,10,2.4007235271466727,2079-10-01
2079,11,1.0864147273885572,2079-11-01
2079,12,1.037307661808613,2079-12-01
2080,1,0.581496200772886,2080-01-01
2080,2,0.9504079884939568,2080-02-01
2080,3,0.6652219095638532,2080-03-01
2080,4,0.8190196583605218,2080-04-01
2080,5,0.8942959450613128,2080-05-01
2080,6,3.083403901930337,2080-06-01
2080,7,7.626933105252808,2080-07-01
2080,8,6.691567309062022,2080-08-01
2080,9,4.0706438475996585,2080-09-01
2080,10,2.153216909245345,2080-10-01
2080,11,1.5313721722561249,2080-11-01
2080,12,1.035413642271048,2080-12-01
2081,1,1.0528519362215347,2081-01-01
2081,2,0.8853240956436618,2081-02-01
2081,3,0.8575191116348746,2081-03-01
2081,4,1.0192721124993886,2081-04-01
2081,5,1.2162422414529996,2081-05-01
2081,6,3.124669202864102,2081-06-01
2081,7,9.57048425072554,2081-07-01
2081,8,7.175952600817168,2081-08-01
2081,9,3.606322628801704,2081-09-01
2081,10,2.2687819008684453,2081-10-01
2081,11,2.087671840589564,2081-11-01
2081,12,1.332468418798188,2081-12-01
2082,1,0.8466096948144975,2082-01-01
2082,2,0.8884335582245687,2082-02-01
2082,3,0.5345646906841899,2082-03-01
2082,4,1.1091731302729049,2082-04-01
2082,5,0.9607790461095124,2082-05-01
2082,6,3.247921562653066,2082-06-01
2082,7,7.138962001688847,2082-07-01
2082,8,7.761027629980851,2082-08-01
2082,9,3.5108869893718184,2082-09-01
2082,10,2.1589246517493144,2082-10-01
2082,11,1.168404562635927,2082-11-01
2082,12,0.9968366578145026,2082-12-01
2083,1,0.9495933455682644,2083-01-01
2083,2,0.9549890267173452,2083-02-01
2083,3,0.637256199552377,2083-03-01
2083,4,0.9831191656023764,2083-04-01
2083,5,1.2321821269232494,2083-05-01
2083,6,2.472032932962317,2083-06-01
2083,7,8.640675542487347,2083-07-01
2083,8,7.327748000620187,2083-08-01
2083,9,3.5866554597813507,2083-09-01
2083,10,2.14382399267011,2083-10-01
2083,11,1.102154339630362,2083-11-01
2083,12,0.9814387562721096,2083-12-01
2084,1,0.9814074493860035,2084-01-01
2084,2,0.686768626943795,2084-02-01
2084,3,1.4671759635408752,2084-03-01
2084,4,1.133959953911433,2084-04-01
2084,5,0.8352164136024463,2084-05-01
2084,6,2.477481526876609,2084-06-01
2084,7,7.261121094976204,2084-07-01
2084,8,8.081839580942525,2084-08-01
2084,9,3.313676804946647,2084-09-01
2084,10,2.6412560113925974,2084-10-01
2084,11,1.200216307681836,2084-11-01
2084,12,0.929299031356945,2084-12-01
2085,1,0.6541996494542863,2085-01-01
2085,2,0.7483139294784811,2085-02-01
2085,3,0.6669908602094602,2085-03-01
2085,4,0.4793299011090754,2085-04-01
2085,5,1.0790676968662782,2085-05-01
2085,6,3.070444716699103,2085-06-01
2085,7,8.318493830610809,2085-07-01
2085,8,5.291380885770595,2085-08-01
2085,9,4.073914470791691,2085-09-01
2085,10,4.648360278024222,2085-10-01
2085,11,1.2809771471459517,2085-11-01
2085,12,1.0125621119783634,2085-12-01
2086,1,1.0070387084137993,2086-01-01
2086,2,0.8661411058808167,2086-02-01
2086,3,1.3563706032912537,2086-03-01
2086,4,0.9612936335649688,2086-04-01
2086,5,1.2579052190831823,2086-05-01
2086,6,2.988407979920912,2086-06-01
2086,7,8.688964417284096,2086-07-01
2086,8,7.282575227302892,2086-08-01
2086,9,1.9587551020710587,2086-09-01
2086,10,2.45242762099699,2086-10-01
2086,11,1.164007939768104,2086-11-01
2086,12,1.6612114784780707,2086-12-01
2087,1,1.0200674417341868,2087-01-01
2087,2,0.9528487998740152,2087-02-01
2087,3,0.7527113219852468,2087-03-01
2087,4,0.8592159587261473,2087-04-01
2087,5,1.233111742308418,2087-05-01
2087,6,4.26850950771173,2087-06-01
2087,7,7.332318629549952,2087-07-01
2087,8,6.586776876343079,2087-08-01
2087,9,3.528897146342642,2087-09-01
2087,10,4.23758801606223,2087-10-01
2087,11,1.2898638526125947,2087-11-01
2087,12,0.9948498974287852,2087-12-01
2088,1,0.8063934020584886,2088-01-01
2088,2,0.5170090283982225,2088-02-01
2088,3,0.9337449962736086,2088-03-01
2088,4,1.3269177201644555,2088-04-01
2088,5,1.0274718043566111,2088-05-01
2088,6,4.369590695622157,2088-06-01
2088,7,9.894920183657938,2088-07-01
2088,8,10.532891763743448,2088-08-01
2088,9,5.148826182672958,2088-09-01
2088,10,1.5405868225775723,2088-10-01
2088,11,0.9699571562635506,2088-11-01
2088,12,0.9915420104486988,2088-12-01
2089,1,0.7746810983288365,2089-01-01
2089,2,0.952682327221858,2089-02-01
2089,3,0.8848101700020571,2089-03-01
2089,4,0.5833031023915349,2089-04-01
2089,5,1.2530239966197272,2089-05-01
2089,6,5.064492065423339,2089-06-01
2089,7,7.612158934195461,2089-07-01
2089,8,8.39464250014728,2089-08-01
2089,9,2.717811423363353,2089-09-01
2089,10,1.799334268576109,2089-10-01
2089,11,1.1893581379964204,2089-11-01
2089,12,0.8863399065083649,2089-12-01
2090,1,0.9378573354179394,2090-01-01
2090,2,0.910517431776025,2090-02-01
2090,3,1.0074206748692258,2090-03-01
2090,4,1.5949856727758962,2090-04-01
2090,5,1.130507402863674,2090-05-01
2090,6,3.0318694768529477,2090-06-01
2090,7,11.523505564099336,2090-07-01
2090,8,7.756334201726807,2090-08-01
2090,9,4.017778180572754,2090-09-01
2090,10,2.878303183058215,2090-10-01
2090,11,0.88982682534987,2090-11-01
2090,12,1.708251104675987,2090-12-01
2091,1,0.679616219792866,2091-01-01
2091,2,0.9906469029369952,2091-02-01
2091,3,1.0724181277768414,2091-03-01
2091,4,1.7627485535594056,2091-04-01
2091,5,1.0796591688508792,2091-05-01
2091,6,4.396579578009393,2091-06-01
2091,7,7.036611616052336,2091-07-01
2091,8,5.847545283005984,2091-08-01
2091,9,3.615827413140315,2091-09-01
2091,10,2.2688674471842827,2091-10-01
2091,11,1.205048524481134,2091-11-01
2091,12,0.94212762530097,2091-12-01
2092,1,0.7582293621794683,2092-01-01
2092,2,0.9619588354806936,2092-02-01
2092,3,0.7247832311861154,2092-03-01
2092,4,0.8441690953041369,2092-04-01
2092,5,0.6523292465294207,2092-05-01
2092,6,3.486223961534971,2092-06-01
2092,7,8.201904760299032,2092-07-01
2092,8,6.975104542503661,2092-08-01
2092,9,3.07078904759098,2092-09-01
2092,10,1.7683048543290247,2092-10-01
2092,11,2.011505267474815,2092-11-01
2092,12,1.0000679877758594,2092-12-01
2093,1,0.997528311070262,2093-01-01
2093,2,0.7286671415769765,2093-02-01
2093,3,0.9097399483559973,2093-03-01
2093,4,0.9656732781632998,2093-04-01
2093,5,1.4178025965755403,2093-05-01
2093,6,3.159813869541477,2093-06-01
2093,7,8.575962813650401,2093-07-01
2093,8,4.055073006545852,2093-08-01
2093,9,3.514177125402787,2093-09-01
2093,10,2.743987464544105,2093-10-01
2093,11,1.078502943829824,2093-11-01
2093,12,0.9226073225520376,2093-12-01
2094,1,0.8006243894004282,2094-01-01
2094,2,1.0084686603674824,2094-02-01
2094,3,0.8655727568654461,2094-03-01
2094,4,1.1795558556337586,2094-04-01
2094,5,0.9982247983363144,2094-05-01
2094,6,4.802007486404012,2094-06-01
2094,7,8.23554213007501,2094-07-01
2094,8,5.6365626474276045,2094-08-01
2094,9,4.5987483731501735,2094-09-01
2094,10,2.4371808390366647,2094-10-01
2094,11,1.310218571379891,2094-11-01
2094,12,0.7923829825212402,2094-12-01
2095,1,1.1136332592910725,2095-01-01
2095,2,0.4880871657386191,2095-02-01
2095,3,0.908694179052543,2095-03-01
2095,4,1.1892371875865708,2095-04-01
2095,5,1.0908620865188792,2095-05-01
2095,6,3.670544990702154,2095-06-01
2095,7,9.42094433747102,2095-07-01
2095,8,8.068183270066395,2095-08-01
2095,9,3.680048609028464,2095-09-01
2095,10,1.380953254075007,2095-10-01
2095,11,1.0292465639052504,2095-11-01
2095,12,0.6996104813969564,2095-12-01
2096,1,0.9682468858019976,2096-01-01
2096,2,1.1250882509704725,2096-02-01
2096,3,0.8486491315744416,2096-03-01
2096,4,2.7916693484698074,2096-04-01
2096,5,1.9730146041137928,2096-05-01
2096,6,3.598853569045505,2096-06-01
2096,7,7.682776804225345,2096-07-01
2096,8,5.486653199795248,2096-08-01
2096,9,3.418355960508095,2096-09-01
2096,10,3.28366633788636,2096-10-01
2096,11,1.4064302483773743,2096-11-01
2096,12,1.0613238946015258,2096-12-01
2097,1,1.4456584989774748,2097-01-01
2097,2,1.2620394361146805,2097-02-01
2097,3,1.4933718745471596,2097-03-01
2097,4,1.3631547005457114,2097-04-01
2097,5,1.3340371377530569,2097-05-01
2097,6,3.4789640222946643,2097-06-01
2097,7,7.010352900870854,2097-07-01
2097,8,8.090985565371449,2097-08-01
2097,9,2.798949860436849,2097-09-01
2097,10,2.382839692649598,2097-10-01
2097,11,1.1084411473657705,2097-11-01
2097,12,1.5147157651376564,2097-12-01
2098,1,0.9356869757154348,2098-01-01
2098,2,1.052756280301191,2098-02-01
2098,3,1.0461353604635946,2098-03-01
2098,4,1.7733955588619827,2098-04-01
2098,5,1.026811730021524,2098-05-01
2098,6,3.271023201701716,2098-06-01
2098,7,8.055177462373173,2098-07-01
2098,8,8.063705395119799,2098-08-01
2098,9,3.5423443194086826,2098-09-01
2098,10,2.3783494238732863,2098-10-01
2098,11,1.0006016959859805,2098-11-01
2098,12,1.126211671219557,2098-12-01
2099,1,0.9262931037146606,2099-01-01
2099,2,0.597578107209152,2099-02-01
2099,3,0.8515087787901792,2099-03-01
2099,4,1.4686465138355955,2099-04-01
2099,5,1.0977636385799312,2099-05-01
2099,6,3.493925033865727,2099-06-01
2099,7,6.913346678324051,2099-07-01
2099,8,6.439416058406516,2099-08-01
2099,9,3.812436192876602,2099-09-01
2099,10,1.6749439612771746,2099-10-01
2099,11,0.9644158865668744,2099-11-01
2099,12,0.8017867111074887,2099-12-01
2100,1,0.8013070689276782,2100-01-01
2100,2,0.9559689439886004,2100-02-01
2100,3,0.8441676523731647,2100-03-01
2100,4,0.898174681786206,2100-04-01
2100,5,0.9578680694648868,2100-05-01
2100,6,3.6536206532457176,2100-06-01
2100,7,9.335188006081037,2100-07-01
2100,8,6.152232248581382,2100-08-01
2100,9,2.8542226196493634,2100-09-01
2100,10,1.073086339074055,2100-10-01
2100,11,0.9107600012141503,2100-11-01
2100,12,0.9343695066054142,2100-12-01
